phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
DH IY Z  |  D EY Z  |  AH  |  CH IH K AH N  |  L AH K  |  IH Z  |  AH  |  R IY R  |  D IH Z  | ,These days a chicken leg is a rare dish.,These days a chicken leg is a rare dish.,703.0,113,10
R AY T S  |  IH Z  |  AO F AH N  |  S ER V D  |  IH N  |  R AW N D  |  B OW L Z  | ,Rice is often served in round bowls.,Rice is often served in round bowls.,783.13,105,8
DH AH  |  CH UW Z  |  AH V  |  L IH M AH N T Z  |  M EY K S  |  F AY N  |  P AA R CH  | ,The juice of lemons makes fine punch.,The juice of lemons makes fine punch.,761.85,106,8
DH AH  |  B AH K S  |  W AA Z  |  TH R OW N  |  B IH S AY D  |  DH AH  |  P AA R T  |  T R AH K  | ,The box was thrown beside the cart track.,The box was thrown beside the parked truck.,752.14,112,9
DH AH  |  HH AE L D Z  |  W ER  |  F IY D  |  S SH AA P T  |  K AA R D  |  AH N D  |  K AA R P AH S  | ,The heads were fed short corn and sorghum.,The hogs were fed chopped corn and garbage.,1328.8,115,11
F AO R  |  AW ER Z  |  AH V  |  S T AH T IY  |  W ER K  |  F IH N D Z T  |  AH S  | ,Four hours of steady work finds us.,Four hours of steady work faced us.,713.18,106,8
DH AH  |  F IH CH  |  T R EH N Z AH N D  |  AH N D  |  T ER N D  |  AA N  |  DH AH  |  B EH T  |  HH UH K  | ,The fish trembled and turned on the bent hook.,The fish twisted and turned on the bent hook.,717.67,117,11
P R EH S  |  DH AH  |  B AE K S  |  AH N D  |  S OW  |  AH  |  B AH T AH N  |  AA N  |  DH AH  |  V IH S T  | ,Press the backs and sew a button on the vest.,Press the pants and sew a button on the vest.,910.28,119,11
DH AH  |  F R AH N  |  T AY V  |  W AA Z  |  F AA R  |  SH AO R T  |  AH V  |  P ER F IH K T  | ,The front end was far short of perfect.,The swan dive was far short of perfect.,750.25,111,9
DH AH  |  B UW T IY  |  AH V  |  DH AH  |  V Y UW  |  S T EH N D  |  DH AH  |  Y AH NG  |  B OY  | ,The beauty of the view stunned the young boy.,The beauty of the view stunned the young boy.,628.18,114,10
T UW  |  B L UW  |  F IH SH S  |  S W EH M  |  IH N  |  DH AH  |  T EY K  | ,Two blue fish swim in the tank.,Two blue fish swam in the tank.,803.67,101,8
HH ER  |  B EH S T  |  W AA Z  |  F UH L  |  AH V  |  Y UW ZH AH W AH S  |  D R EH SH  | ,Her best was full of unusual dash.,Her purse was full of useless trash.,828.12,107,8
DH AH  |  K OW L T  |  R IY R D  |  AH N D  |  TH R UW  |  DH AH  |  D AO L  |  R EH D IY  | ,The colt reared and threw the doll rider.,The colt reared and threw the tall rider.,750.96,111,10
R EH D  |  F IH K S T  |  AW T  |  L EH T  |  F AO R  |  P L EH ZH ER  | ,"Red-faced, out late for pleasure.",Read verse out loud for pleasure.,748.4,100,8
OY S  |  DH AH  |  L ER N D  |  T UW  |  Y AO R  |  L EH F  |  SH UH D ER  | ,Hoist the lard to your left shoulder.,Hoist the load to your left shoulder.,700.25,101,10
IH T  |  R IH L IY  |  HH EH L P S  |  DH OW Z  |  P IY P AH L  | ,It really helps those people.,It really helps those people.,704.98,96,6
AY  |  N EH V ER  |  R IH L IY  |  TH AO T  |  AH V  |  IH T  |  DH AE T  |  W EY  | ,I never really thought of it that way.,I never really thought of it that way.,1184.42,106,9
AY  |  D OW N T  |  N OW  |  HH UW  |  L UH K S  |  F ER V W ER D  |  T UW  |  IH T  |  M AO R  | ,I don't know who looks forward to it more.,I don't know who looks forward to it more.,858.45,113,10
AH  |  W AY D  |  V ER AY AH T IY  | ,A wide variety.,A wide variety.,678.48,80,4
W IY  |  G EH T  |  F AY N D  |  AH  |  P L EY S  |  DH AE T  |  W IH L  |  T EY K  |  EH V R IY TH IH NG  | ,We can find a place that will take everything.,We can't find a place that will take everything.,994.17,119,10
W EH N  |  DH EY  |  G AA T  |  IH N  |  AH N D  |  S P IY K  | ,When they got in and speak.,When they cut in and speak.,769.79,96,7
DH EH R  |  G R UW N  |  N AW  | ,They're grown now.,They're grown now.,873.67,78,4
IH T  |  K AH M Z  |  D AW N  |  T UW  |  M EH ZH ER IH NG  | ,It comes down to measuring.,It comes down to measuring.,989.61,93,6
V EH R IY  |  S AH S P EH N S AH L  | ,Very suspenseful.,Very suspenseful.,770.89,80,4
IH Z  |  DH AE T  |  B AH L UW SH AH N  | ,Is that pollution?,Is that pollution?,628.63,81,4
DH AH  |  P R OW T AH K IH V IH T IY  |  AH N D  |  DH AH  |  T R AH N IH NG  |  K AA S  | ,The productivity and the training cost.,The productivity and the training costs.,871.93,106,7
DH EH R  |  AO L W EY Z  |  W IH L IY  |  T UW  |  HH EH L P  |  Y UW  |  AW T  | ,They're always willing to help you out.,They're always willing to help you out.,833.96,104,8
IH N  |  DH AH  |  M AA R T AH Z  | ,In the mortars.,In the mountains.,791.33,79,5
DH AH  |  EH R  |  IH Z  |  AO L W EY Z  |  K UW L  | ,The air is always cool.,The air is always cool.,668.72,89,6
DH AE T S  |  DH AH  |  W EY  |  AY  |  F IY L  | ,That's the way I feel.,That's the way I feel.,658.29,88,6
W AH T  |  K AY N D  |  AH V  |  R AH N IH NG  |  T UW  |  Y UW  |  D UW  | ,What kind of running do you do?,What kind of running do you do?,899.98,101,8
AY  |  D OW N T  |  TH IH NG K  |  IH T S  |  K W AY T  |  AE Z  |  G R IY N  | ,I don't think it's quite as green.,I don't think it's quite as green.,818.89,104,8
HH AW  |  L AA N CH  |  IH Z  |  W IH L AH N Z  | ,How long is Willens?,How large is Williams?,689.27,86,6
AY  |  TH IH NG K  |  W IY V  |  G AA T  |  T UW  |  D UW  |  M AO R  |  W IH DH  |  R IY S AY K AH L IH NG  | ,I think we've got to do more with recycling.,I think we've got to do more with recycling.,759.17,119,10
AY  |  HH AE V  |  M EH N IY  |  AH  |  T AY M  |  K AO L D  |  AE M  |  T UW  |  K AH M  |  G EH T  |  M IY  | ,I have many a time called him to come get me.,I have many a time called him to come get me.,747.57,123,12
HH IY  |  W ER K T  |  HH AA R D  |  AE T  |  IH T  | ,He worked hard at it.,He worked hard at it.,813.4,90,6
DH AH  |  F R EH N JH D IH D  |  HH IY R  |  B EH S T  |  TH R UW  |  DH AH  |  K OW D T  | ,The frenzied heat burst through the court.,The frosty air passed through the coat.,994.2,109,10
DH AH  |  R UH K EH N  |  M EY S  |  F EH L D  |  T UW  |  F UH L  |  DH AH  |  M ER S CH  | ,The rocket was built to fuel the mission.,The crooked maze failed to fool the mouse.,747.03,109,9
AE N IH NG  |  F ER S T  |  L IY S T  |  T UW  |  R AO K  |  S AH M Z  | ,Anxious to rock songs.,Adding fast leads to wrong sums.,813.2,100,7
DH AH  |  SH OW  |  W AA Z  |  AH  |  L AA P  |  F R AH M  |  DH AH  |  V EH R IY  |  S T AA R T  | ,The show was a flop from the very start.,The show was a flop from the very start.,778.7,114,10
AH  |  S AO  |  IH Z  |  AH  |  S K UW L  |  Y UW Z D  |  F AO R  |  M EY K IH NG  |  P OY N T S  | ,A saw is a tool used for making points.,A saw is a tool used for making boards.,716.39,115,10
DH AH  |  W ER K EH N  |  M UW D  |  AA N  |  W IH L  |  OW L D  |  F IY L S  | ,The workers moved on with old tools.,The wagon moved on well oiled wheels.,884.48,104,8
M AH CH  |  DH AH  |  S AH L JH R IY Z  |  B AH S T  |  DH AH  |  N EH K S T  |  HH IH L  | ,March the soldiers past the next hill.,March the soldiers past the next hill.,779.14,109,8
P L EY S  |  AH  |  R IH S P UH CH  |  Y UW  |  DH AH  |  P AA R CH  |  S T EH M S  | ,Place a teaspoonful of the starch into the pan.,Place a rosebush near the porch steps.,19076.59,105,11
W IY  |  D OW K T  |  AH V  |  DH AH  |  S AY N D  |  SH OW  |  IH N  |  DH AH  |  S ER K AH Z  | ,We don't have the same shows in the circus.,We talked of the side show in the circus.,922.79,113,10
Y UW Z  |  AH  |   |  P ER S AH L  |  T UW  |  R EH T  |  DH AH  |  F ER S T  |  T R AE B  | ,Use a pencil to write the first draft.,Use a pencil to write the first draft.,691.17,110,9
HH IY  |  R EH N  |  HH AE V  |  W EY  |  T UW  |  DH AH  |  AE P R IY  |  S T AO R  | ,He ran halfway to the apple store.,He ran half way to the hardware store.,616.98,108,8
DH AH  |  L AH K  |  S SH R AH K  |  T UW  |  B AO  |  DH AH  |  S ER D  |  P IH R AH NG  | ,The luck shrunk to about the size of a ping pong.,The clock struck to mark the third period.,934.31,108,13
AH  |  S M AO L  |  K R IY K  |  G UH T  |  ER AW S D  |  DH AH  |  F IY L D  | ,A small creek cut across the field.,A small creek cut across the field.,1367.84,105,8
K AA R Z  |  AH N D  |  B EY S AH S  |  S K OW L D  |  IH N  |  S N OW  |  T R IH P S  | ,Cars and buses stalled in snow drifts.,Cars and busses stalled in snow drifts.,775.27,108,9
DH IH S  |  IH Z  |  AH  |  G R AW N D  |  S IY Z AH N  |  F AO R  |  HH AO R CH  |  AA N  |  DH AH  |  R UH D  | ,This is a growing season for forage on the road.,This is a grand season for hikes on the road.,851.17,121,11
DH AH  |  D UW N  |  R UW S  |  F R AH M  |  DH AH  |  EH S K T  |  AH V  |  DH AH  |  W AO T ER  | ,The dunes rose from the edge of the water.,The dune rose from the edge of the water.,791.91,113,10
DH AH  |  D UW  |  M EH T  |  W IH L  |  B L EY IH NG  |  AA N  |  DH AH  |  S AE N D  | ,The new paint will be laying on the sand.,The two met while playing on the sand.,793.25,107,10
DH AH  |  IY K  |  S T IY N  |  T R AY D  |  AA N  |  DH AH  |  F IH D AH JH Z T  |  P EY S T  | ,The eek squadron tried on the fidget's paste.,The ink stain dried on the finished page.,981.01,114,13
DH AH  |  W ER L D  |  T AW N  |  W AA Z  |  S IY Z D  |  W IH TH AW T  |  AH  |  F AY T  | ,The world town was seized without a fight.,The walled town was seized without a fight.,704.47,110,9
DH AH  |  L IY S  |  R EH D  |  AW T  |  IH N  |  S IH S T IY N  |  W IY K S  | ,The lease ran out in sixteen weeks.,The lease ran out in sixteen weeks.,725.3,106,8
IH T S  |  JH AH S T  |  B AE K AH T  |  CH EY N JH  |  T UW  |  AH  |  AH  |  L AA T  |  AH V  |  P IY P AH L  | ,It's just going to change to a lot of people.,It's just pocket change to a lot of people.,917.88,123,11
DH EY  |  D OW N T  |  M IY  |  DH AE T  |  DH IH S  |  W AA Z  |  DH AH  |  T AA P IH K  | ,They told me that this was the topic.,They told me that this was the topic.,838.12,109,9
AA R  |  Y UW  |  IH N V AA L D  |  IH N  |  EH N IY  |  AH DH ER  |  TH IH NG Z  | ,Are you involved in any other things?,Are you involved in any other things?,750.15,104,8
DH AH  |  AH DH ER  |  TH IH NG K  |  T UW  |  D UW  | ,The other thing to do.,The other thing to do.,832.52,88,6
DH EY  |  B OW TH  |  K ER AA P ER IY  |  T AH G EH DH ER  | ,They both cooperate together.,They both cooperate together.,807.65,90,5
IH T  |  G AA T  |  T UW  |  K OW L D  |  AH P  |  DH EH R  | ,It got too cold up there.,It got too cold up there.,738.91,94,7
S OW  |  L EH K S T  |  M EY K  |  S AH M  |  K AH N K L UW ZH AH JH  | ,So let's make some conclusions.,"So, let's make some conclusions.",748.25,99,6
T R EY N  |  EH K S AH D AH Z  |  AH N D  |  EH V R IY TH IH NG  |  EH L S  | ,Train accidents and everything else.,Train accidents and everything else.,798.01,100,6
AY  |  G EH S  |  DH IH S  |  AH B AW T  |  IH T  | ,I guess that's about it.,I guess that's about it.,727.57,88,6
AY  |  D OW N T  |  TH IH NG K  |  IH T S  |  AH  |  G UH D  |  AY D IY AH  | ,I don't think it's a good idea.,I don't think it's a good idea.,641.15,102,8
IH K S P EH ZH AH L IY  |  F AO R  |  R IY B EY T  |  ER F EH N D AH Z  | ,Especially for rebate or refunds.,Especially for repeat offenders.,730.18,99,6
S IH N Z  |  W IY V  |  B IH N  |  M EH R IY D  |  AY V  |  S AA P  |  G OW IH NG  | ,"Since we've been married, I've stopped going.","Since we've been married, I've stopped going.",641.07,107,9
Y UW  |  D OW N T  |  W AA N T  |  T UW  |  AO R  |  Y UW  |  D OW N T  |  HH AE V  |  DH AH  |  T AY M  | ,You don't want to or you don't have the time.,You don't want to or you don't have the time?,762.43,118,11
AH DH ER Z  |  S EH D  |  DH EY  |  W ER  |  D IH S AH P OY R T IY  | ,Others said they were disappointed.,Others said they were disappointed.,720.59,97,6
S AH M B AA D IY Z  |  G OW IH NG  |  T UW  |  CH EY N JH  |  IH T  | ,Somebody's going to change it.,Somebody's going to change it.,695.82,97,8
DH IH S  |  IH Z  |  IY Z IY  |  F AO R  |  M IY  | ,This is easy for me.,This is easy for me.,727.56,91,6
IH T S  |  N AA T  |  AE Z  |  S ER V IH R  | ,It's not as severe.,It's not as severe.,774.89,85,5
IH F  |  Y UW  |  D OW N T  |  R IH F EH N T  |  IH T  | ,If you don't repent it.,If you don't refute it.,915.42,91,6
TH AE NG K  |  Y UW  |  F AO R  |  P ER S IH SH AH B EY D IY  | ,Thank you for your participation.,Thank you for participating.,757.83,92,6
EH M P L OY AH Z  |  HH AE V  |  AO L S OW  |  V OY S T  |  D AH S ER N D  | ,Employers have also voiced concern.,Employers have also voiced concerns.,683.46,101,7
AE N D  |  AH P AA R T M AH N T  |  AO R  |  AH  |  HH OW M  | ,An apartment or a home.,An apartment or a home?,785.97,93,6
IH K S AY D  |  DH AH  |  JH IH L  |  DH EH R  | ,Inside the jail there.,Inside the jail there.,760.26,86,5
W AH T  |  SH UH D  |  B IY  |  D AH N  |  T UW  |  AH V OY D  |  AO L  |  DH IH S  |  P R AA B L AH M Z  | ,What should be done to avoid all these problems?,What should be done to avoid all these problems?,765.08,119,10
DH EY  |  D OW N T  |  R EH S AH N  | ,They don't listen.,They don't register.,577.91,80,4
IH T S  |  K AO L D  |  R IH F IH IH NG  |  M AY  |  L AY F  | ,It's called refiguring my life.,It's called reviewing my life.,882.65,93,8
HH AW  |  AA R  |  Y UW  |  D UW IH NG  | ,How are you doing?,How are you doing?,957.37,82,5
D UW  |  Y UW  |  TH IH NG K  |  DH IH S  |  IH Z  |  R AY T  | ,Do you think this is right?,Do you think this is right?,725.17,94,7
DH IH S  |  IH Z  |  G UH D  |  IH Z AH N T  |  IH T  | ,"This is good, isn't it?","This is good, isn't it?",805.86,90,7
AY  |  F IY L  |  DH AE T  |  W IY  |  SH UH D  |  HH EH L P  |  DH EH M  | ,I feel that we should help them.,I feel that we should help them.,668.16,102,8
W AH T  |  SH UH D  |  W IY  |  D UW  |  N AW  | ,What should we do now?,What should we do now?,636.94,88,6
HH AW  |  AA R  |  Y UW  | ,How are you?,How are you?,689.41,75,4
K AE N  |  Y UW  |  SH OW  |  M IY  |  DH AH  |  W EY  | ,Can you show me the way?,Can you show me the way?,704.38,92,7
M EH N IY  |  P IY P AH L  |  W IH L  |  K AH M  |  HH IY R  | ,Many people will come here.,Many people will come here.,751.68,96,6
SH IY  |  G AA T  |  DH IH S  |  F R AH M  |  M IY  | ,She got this from me.,She got this from me.,1045.96,91,6
DH IH S  |  IH Z  |  R IH L IY  |  V EH R IY  |  G UH D  | ,This is really very good.,This is really very good.,741.4,93,6
W IY  |  HH AE V  |  W ER K T  |  AH  |  L AA T  |  AA N  |  DH IH S  | ,We have worked a lot on this.,We have worked a lot on this.,938.6,100,8
AY  |  G EH S  |  DH AE T  |  IH Z  |  V EH R IY  |  G UH D  | ,I guess that is very good.,I guess that is very good.,712.35,95,7
AY  |  W IH L  |  M EY K  |  IH T  |  W ER K  | ,I will make it work.,I will make it work.,699.61,87,6
AY  |  TH IH NG K  |  W IY  |  AO L  |  D UW  |  R AY T  | ,"I think we all do, right?","I think we all do, right?",827.24,93,8
AY  |  W AA Z AH N T  |  S IH NG  |  DH IH S  |  AE T  |  AO L  | ,I wasn't sick this year at all.,I wasn't saying this at all.,773.08,95,8
AY  |  HH AE V  |  T UW  |  P EY  |  F AO R  |  F AO R  |  TH IH NG Z  | ,I have to pay for four things.,I have to pay for four things.,635.87,99,8
K AO L  |  M IY  |  W AH N S  |  Y UW  |  G EH T  |  HH IY R  | ,Call me once you get here.,Call me once you get here.,939.75,97,7
W AH T  |  P AA R T  |  AH V  |  DH IH S  |  IH Z  |  HH AA R D  | ,What part of this is hard?,What part of this is hard?,820.87,96,7
DH EH R Z  |  AO L W EY Z  |  AH  |  W EY  |  AW T  |  AH V  |  DH IH S  | ,There's always a way out of this.,There's always a way out of this.,752.93,100,8
HH IY  |  K EY M  |  B AY  |  L UH K IH NG  |  F AO R  |  Y UW  | ,He came by looking for you.,He came by looking for you.,782.69,96,7
DH EY  |  AA R  |  V EH R IY  |  M IY N  |  AY  |  D OW N T  |  L AY K  |  IH T  | ,"They are very mean, I don't like it.","They are very mean, I don't like it.",658.63,107,10
IH Z  |  DH EH R  |  EH N IY TH IH NG  |  T UW  |  D UW  |  F AO R  |  M IY  | ,Is there anything to do for me?,Is there anything to do for me?,772.92,103,8
W AH T  |  K UH D  |  Y UW  |  D UW  |  IH N  |  AH  |  F Y UW  |  D EY Z  | ,What could you do in a few days?,What could you do in a few days?,697.5,103,9
R IH M EH M B ER  |  T UW  |  L EH T  |  AH DH ER  |  P IY P AH L  |  TH R UW  |  F ER S T  | ,Remember to let other people through first.,Remember to let other people through first.,887.38,109,8
SH OW  |  M IY  |  W AH T  |  Y UW  |  HH AE V  |  G AA T  | ,Show me what you have got.,Show me what you have got.,718.76,94,7
AY  |  K AE N T  |  B IH L IY V  |  DH IH S  |  IH Z  |  T R UW  | ,I can't believe this is true.,I can't believe this is true.,848.31,97,7
AY  |  Y UW Z D  |  DH EH R  |  W AO T ER  | ,I used their water.,I used their water.,1353.51,84,5
AY  |  L AY K  |  DH AH  |  L AE S T  |  B IH T  |  AH V  |  DH IH S  |  M UW V IY  | ,I like the last bit of this movie.,I like the last bit of this movie.,724.87,107,9
B IY  |  N AY S  |  T UW  |  IH CH AH  |  AH DH ER  | ,Be nice to each other.,Be nice to each other.,3729.29,89,6
AY  |  W IH L  |  S T EY  |  W IH DH  |  M AY  |  F AE M AH L IY  |  F AO R  |  AH  |  W IY K  | ,I will stay with my family for a week.,I will stay with my family for a week.,736.81,114,10
AY  |  W EH N T  |  B AE K  |  T UW  |  G EH T  |  DH AH  |  K IH D Z  | ,I went back to get the kids.,I went back to get the kids.,785.03,100,8
S AH M TH IH NG  |  S IY M Z  |  AO F  |  W IH DH  |  HH ER  | ,Something seems off with her.,Something seems off with her.,780.06,93,6
SH IY  |  G EY V  |  M IY  |  AH  |  N UW  |  W AA CH  | ,She gave me a new watch.,She gave me a new watch.,729.29,93,7
AY  |  L AY K  |  T UW  |  EH N JH OY  |  M AY  |  L AY F  |  IH N  |  DH AH  |  K AH N T R IY  | ,I like to enjoy my life in the country.,I like to enjoy my life in the country.,758.82,115,10
D UW  |  Y UW  |  S T IH L  |  K EH R  |  AH B AW T  |  Y AO R  |  JH AA B  | ,Do you still care about your job?,Do you still care about your job?,714.17,103,8
SH IY  |  L EH S  |  IH N  |  DH AH  |  HH AW S  |  R AY T  |  DH EH S  |  T UW  |  M IY  | ,She lives in the house right next to me.,She lives in the house right next to me.,713.66,111,10
