sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2023.10.06_b7_t20,AA N  |  AO K EY ZH AH N  |  AY  |  K AE N  |  W IY R  |  CH IY N Z  | ,On occasion I can wear jeans,On occasion I can wear jeans.,914.89,99,9
t15.2023.10.08_b11_t0,DH AH  |  N UW Z  |  W AA Z  |  F ER S T  |  R IY P AO R T IH D  |  B AY  |  D IH G TH AH N  |  AH L AH M EY T  | ,The news was first reported by Dithan Alamate,The news was first reported by Deadline Hollywood.,922.83,118,14
t15.2023.10.08_b11_t1,S UW D AH N T S  |  T UW  |  N AA T  |  L AY K  |  DH IH S  |  R IH S P AA S  | ,Students to not like this response,Students do not like this response.,978.37,101,9
t15.2023.10.08_b11_t2,DH EH R  |  AA R  |  N OW  |  M AO R  |  F V IY K IH K AH L  |  T AO K AH Z  |  S T R EY T  |  AH  |  DH AH  |  M AE P  | ,There are no more five-kilocalories talkers straight of the map,There are no more vehicle tokens spread across the map.,1288.1,124,18
t15.2023.10.08_b11_t3,W EH R  |  IH Z  |  DH AH  |  OW V AH T IH S  |  DH AE T  |  DH EY  |  P ER S EH S  |  K AA N SH IH S IH Z  | ,Where is the Ovatiss that they persist conscious?,Where is the evidence that they possess consciousness?,985.58,114,14
t15.2023.10.08_b11_t4,N EH V AH TH AH L OW S  |  AY  |  R OW  |  M AY  |  HH AW S  |  AE Z  |  AY  |  G EH T  |  AH P  | ,"Nevertheless, I row my house as I get up.",Nevertheless I roll my eyes as I get up.,1184.16,111,14
t15.2023.10.08_b11_t5,P IY P AH L  |  W IH L  |  D UW  |  IH M UW L IY EY T IY  |  K W AH T EH K S T  |  TH IH NG Z  |  F AO R  |  AH P EY SH AH N  | ,People will do emulated context things for a patient,"People will do humiliating, grotesque things for ambition.",1074.29,125,13
t15.2023.10.08_b11_t6,R EH V ER AH L  |  K AO R AH S P AA N D AH N S  |  HH AE D  |  DH EH R  |  N UW M P ER K S  |  S ER CH T  | ,Reveral correspondence had their new perks searched,Several correspondents had their notebooks searched.,839.74,112,12
t15.2023.10.08_b11_t7,DH EY  |  S EH D  |  AO F  |  IH M ER S EH R AH N S  |  T UW  |  S T AA R T  |  N UW  |  K EY N S ER  |  K AA L ER Z Z  | ,They said of immerserance to start new cancer callers.,They send off emissaries to start new cancer colonies.,1097.19,122,15
t15.2023.10.08_b11_t8,Y UW  |  AE K CH UW AH L IY  |  L UH K  |  F AO R W ER D  |  T UW  |  F AY N S AH Z  |  AO R  |  R IH K OW D Z  |  R EY D IH NG  |  Y AO R  |  K AA M P AH N  | ,You actually look forward to finances or records raiding your company.,You actually look forward to foxes or raccoons raiding your garbage.,1334.8,141,16
t15.2023.10.08_b11_t9,F AO R  |  IH G S Z EH M P AH L  |  DH AH  |  F EY S  |  M AY T  |  B IY  |  T IH P AH K L IY  |  B IH T AH T  |  R AY D  |  B L AE K  |  AH N D  |  W AY T  | ,For example the face might be typically bittered right black and white,"For example, the face might be typically painted red, black and white.",1341.33,144,16
t15.2023.10.08_b12_t0,IH T  |  W AA Z  |  G IH V AH N  |  T UW  |  Y UW  |  DH AH  |  M IH N AH T  |  Y UW  |  K AE S T  |  Y AO R  |  P AA L AH N  | ,It was given to you the minute you cast your pollen.,It was given to you the minute you cast your ballot.,961.57,127,15
t15.2023.10.08_b12_t1,CH EY K  |  AW T  |  IY P IY  |  K R OW N S D L IH K Z  |  AH N D  |  AH DH ER  |  OW N L AY N  |  S AY N T S  |  F AO R  |  D IY L Z  | ,"Check out EP crowns, dlicks, and other online sites for deals.","Check out eBay, Craigslist and other online sites for deals.",1023.88,133,19
t15.2023.10.08_b12_t2,S AY N  |  AH P  |  F AO R  |  AW ER  |  D EY L IY  |  N UW Z K L EY T ER  |  AH V  |  DH AH  |  T AA P  |  S T AO R IY Z  |  IH N  |  K AH R IY  |  K AA T IY  | ,Sign up for our daily newsletter of the top stories in Curry County.,Sign up for our daily newsletter of the top stories in Courier country.,1000.37,147,17
t15.2023.10.08_b12_t3,S AH CH  |  TH R IH NG Z S  |  AA R  |  AH  |  V AY AH L IH SH AH N  |  AH V  |  DH AH  |  Y UW AH N  |  CH AA R ER  | ,Such things are a violation of the UN Charter,Such threats are a violation of the UN Charter.,924.94,118,12
t15.2023.10.08_b12_t4,N EH V ER  |  M EY K S  |  AH  |  M OW M AH N T  | ,Never makes a moment,Never miss a moment!,1202.0,86,7
t15.2023.10.08_b12_t5,HH IY  |  IH Z  |  N AA T  |  M EY K IH NG  |  EH N IY  |  M EY JH ER  |  CH EY N JH AH Z  |  F AO R  |  DH AH  |  R IH M OW S T  | ,He is not making any major changes for the rearmost.,He is not making any major changes for the rematch.,992.64,129,16
t15.2023.10.08_b12_t6,W ER K S  |  IH Z  |  DH AH  |  EH M P L AH G EY SH AH N  |  AH V  |  P L EY M  | ,Works is the implication of blame,Worse is the implication of blame.,922.44,101,9
t15.2023.10.13_b5_t0,AY  |  D IH D AH N T  |  B AY  |  AH  |  G EH T  | ,I didn't buy a get,I didn't buy a kit.,920.91,87,8
t15.2023.10.13_b5_t1,W AA CH  |  DH EY  |  HH AE V  |  CH IH L D R AH N  |  OW V ER  |  HH IY R  | ,Watch they have children over here,Once they have children over here.,864.48,99,9
t15.2023.10.13_b5_t2,M AY  |  HH AH Z B AH N D  |  AH N D  |  AO L  |  DH AH  |  M EH N  | ,My husband and all the men,My husband and all the men.,864.05,96,9
t15.2023.10.13_b5_t3,T UW  |  AE S K  |  AO T AH M IH K AH Z  |  F AO R  |  M AO R  |  JH AA B Z  |  W OW N T  |  W ER K  | ,To ask automakers for more jobs won't work,To ask automakers for more jobs won't work.,1077.6,114,12
t15.2023.10.13_b5_t4,AY  |  L AY K  |  JH AH S T  |  L UH K IH NG  |  AE T  |  DH AH  |  B EY B OY L T S  | ,I like just looking at the bay bolts,I like just looking at the billboards.,983.03,106,11
t15.2023.10.13_b5_t5,DH AE T S  |  T R UW  |  AH V  |  EH N IY  |  S P AO R T  | ,That's true of any sport.,That's true of any sport.,916.97,92,9
t15.2023.10.13_b5_t6,AY  |  W UH D  |  N AA T  |  M AY N D  |  IH T  | ,I would not mind it,I would not mind it.,891.2,87,8
t15.2023.10.13_b5_t7,AY M  |  S AH N S ER N D  | ,I'm concerned,I'm concerned.,752.85,74,5
t15.2023.10.13_b5_t8,DH AH  |  M OW T AH V IH SH AH N  |  IH Z AH N T  |  DH EH R  |  F AO R  |  AH  |  L AA T  |  AH V  |  P IY P AH L  | ,The motivation isn't there for a lot of people.,The motivation isn't there for a lot of people.,855.75,120,13
t15.2023.10.13_b5_t9,S OW  |  Y UW  |  EH N JH OY  |  G AA T AH N IH NG  | ,So you enjoy gardening,So you enjoy gardening?,822.1,88,7
t15.2023.10.13_b5_t10,SH IY  |  W IH L D  |  IH T  |  AW T  |  AA N  |  AH  |  K AA R T  | ,She wheeled it out on a cart.,She wheeled it out on a cart.,864.22,98,12
t15.2023.10.13_b5_t11,DH AE T S  |  F AO R  |  EH R IY IH NG  |  M IY  |  R AE P  | ,That's for airing me rap,Thanks for hearing me rap.,673.63,93,8
t15.2023.10.13_b5_t13,W IY R  |  L IH V IH NG  |  L AO NG ER  |  AH N D  |  P IY P AH L  |  AA R  |  L EH S  |  T R AE S T IH NG  | ,We're living longer and people are less trusting,We're living longer and people are less trusting.,850.66,117,11
t15.2023.10.13_b5_t14,DH AH  |  CH OY S  |  IH Z  |  Y UH R Z  | ,The choice is yours,The choice is yours.,733.83,83,7
t15.2023.10.13_b5_t15,T EY K  |  AO F  |  AH N D  |  L IY V  |  Y AO R  |  G R UW P  |  AH N D  |  G OW  |  IH K S P L AO R  | ,Take off and leave your group and go explore,Take off and leave your group and go explore.,743.29,117,12
t15.2023.10.13_b5_t16,AA R  |  Y UW  |  R IY S AY K AH L IH NG  | ,Are you recycling,Are you recycling?,795.53,82,6
t15.2023.10.13_b5_t17,EH L TH IH NG  |  V IH ZH AH N  | ,Elting vision,Healthy vision.,708.16,76,6
t15.2023.10.13_b5_t18,DH EY  |  W AA Z  |  JH AH S T  |  B AE D  |  S AY D  |  IH F EH K T S  | ,They was just bad side effects,They was just bad side effects.,871.86,99,9
t15.2023.10.13_b5_t19,AY  |  JH AH S T  |  P AA T  |  AH  |  N UW  |  HH AW S  | ,I just bought a new house,I just bought a new house.,1231.9,92,9
t15.2023.10.13_b5_t20,IH T S  |  L AY K  |  W IY V  |  L AO S T  |  AW ER  |  V AE L Y ER Z  |  IH N  |  DH IH S  |  K AH N T R IY  | ,It's like we've lost our values in this country.,It's like we've lost our values in this country.,1099.61,120,13
t15.2023.10.13_b5_t21,IH T  |  IH Z  |  T AY M  |  W IY  |  M EY D  |  DH AE T  |  D IH S IH ZH AH N  |  T AH G EH DH ER  | ,It is time we made that decision together.,It is time we made that decision together.,942.89,113,12
t15.2023.10.13_b5_t22,S OW  |  M EH N IY  |  AH V  |  DH EH M  |  N AW AH D IY Z  | ,So many of them nowadays,So many of them nowadays.,689.49,93,8
t15.2023.10.13_b5_t23,B EY S IH K L IY  |  DH AH  |  G AY  |  K AH M EH S T  | ,Basically the guy comes to,Basically the guy commits.,787.04,89,8
t15.2023.10.13_b5_t24,S OW  |  IH T S  |  B IH N  |  R IY L  |  F AH N  |  HH IY R  |  T UW  |  S IY  | ,So it's been real fun here to see,So it's been real fun here to see.,1507.61,107,11
t15.2023.10.13_b6_t0,W EY Z  |  P AO R N  |  EH K S ER S AY T IH NG  |  B AH T  |  K R IH N F AH L  | ,Ways porn exciting but crinful,waves born exercising boat grateful,1022.89,100,10
t15.2023.10.13_b6_t1,SH AA P  |  S P R IH R IH NG  |  M AE TH AH M AE T IH T S  |  D IH V EH L AH P IY  |  N AE N S F AH L  | ,Sharp spring mathematics developin' nonsenseful,shop spraying mathematics developing nashville,951.67,110,11
t15.2023.10.13_b6_t2,G AH N  |  B AA G ER N Z  |  AH L D L AH S  |  P ER S IH S T  |  M IH L Z  | ,Gun buggers and all the last persist mills,run bargains hopeless persists meals,1234.53,99,13
t15.2023.10.13_b6_t3,K IH T S  |  AH L AW N D  |  M AA N AH K  |  T R AE P  |  Y UW S IH Z  | ,Kids allowed monarch trap uses,keeps allowed monarch strap uses,967.11,97,8
t15.2023.10.13_b6_t4,K AE ZH AH W AH L T IY  |  K AH M Y UW N IH JH AH M  |  AA R G IY  |  F R AH S T  |  R IY S EH P AH K AH L  |  S K R OW L  | ,Casualty communication are first receptacle scroll,casualty communism argue frost receptacle scroll,988.99,124,12
t15.2023.10.13_b6_t5,S AH P AO R T IH D  |  AO K AO D IH NG  |  K IY  |  ER AY V  |  G R AE S  | ,Supported encoding key arrive grass,supported according key arrive crush,893.29,98,8
t15.2023.10.13_b6_t6,L EY K IH NG  |  T R AH D IH S AH L  |  Y UW Z D  |  L AE T  | ,Laking traditional used lat,playing traditional used flat,896.3,91,8
t15.2023.10.13_b6_t7,K ER K AO Z  |  T IY M Z  |  D AA L ER Z  |  K AA N S AH S T R EY SH AH N  |  W IH N Z  |  T AH M P AH N L IY  | ,Kirkos teams dollars concentration wins tampanly,turquoise teams dollars concentration wind's stupidly,868.86,117,13
t15.2023.10.13_b6_t8,P AE S  |  AH G EH Z D  |  AY T AH L  |  AE G Y AH AH N  |  K R AA P  |  S T IH K  | ,Pass a guest idle ague again crop stick,pops against idol accurate crop steak,1963.4,103,12
t15.2023.10.13_b6_t9,EH T  |  D AO R IH NG  |  S AE L OW Z  |  AE NG  |  EH V R IY W AH N  | ,It during sallows and everyone,kept touring shallows hang everyone,918.85,96,9
t15.2023.10.13_b6_t10,T ER Z  |  N UW Z  |  AA R N IH NG  |  B AY  |  K AH M EH M T M AH N T  | ,There’s news are an inning by commitment,terms news earning by commitment,953.62,97,11
t15.2023.10.13_b6_t11,G R AY D EH R AH N S  |  IH K S AE M AH N  |  TH R OW  |  S T EY Z  | ,Grade their own exam and throw staves,grandparents engagement throw stage,941.8,94,11
t15.2023.10.13_b6_t12,EH L K  |  D EH M P L AH M AH T IH  |  P L IY Z  |  R IY EY B OW S Z  |  N EY M Z  | ,"Elk, diplomatic, please re-oppose names.",elk diplomatic plates reimbursed names,1073.21,104,15
t15.2023.10.13_b6_t13,F ER S T  |  T EH R IY  |  K L IH P S  |  D AH N  | ,First three clips done,first terror slips done,868.23,88,7
t15.2023.10.13_b6_t14,AY Z  |  EH L D Z  |  B L UW M IH NG  |  K AH M IH NG  |  AH P IH N Y AH N  |  T EY K  | ,"I see Elds blooming coming up in your mind, take.",ice hairs blooming coming opinion take,1266.92,104,16
t15.2023.10.13_b6_t15,S AH M EH S T ER Z  |  P L EY Z  |  L IY N  |  S EY L Z  |  F ER T AH L EY SH ER Z  |  D IH M EH SH ER  | ,Semesters please lean sales fertilisers demesher,semesters plans lean zales fertilizers dementia,967.45,112,13
t15.2023.10.13_b6_t16,G R EY D  |  N UW K L AH AH S  |  ER AE V  |  AE K S EH Z  |  D IH S T R OY IH NG  | ,Grade nucleus or have access destroying,grade nucleus arrive excess destroying,818.97,102,9
t15.2023.10.13_b6_t17,B AH S AY  |  M IY T IH NG  |  G OW S T  |  M IH N L IY  | ,The meeting goes to minutely.,bonsai meeting ghost mainly,1017.14,91,10
t15.2023.10.13_b6_t18,R IY S EH L  |  T EH L IH NG  |  S IH R IY AH S  |  AH N D ER S T AE N D IH NG  |  M AO R AH L  | ,Resell telling serious understanding moral,resale telling serious understanding moral,1144.18,108,9
t15.2023.10.13_b6_t19,D EH M AO R AE N T AH K L IY  |  M AH T OW S IH Z  |  K AA M AH N  |  K R AW D  |  P EY N T  | ,"Democratically, mitosis is common crowd paint.",democratically reduces carbon cramped baked,1185.47,107,14
t15.2023.10.15_b9_t0,W IY R  |  P EY IH NG  |  M AE S K AH T B AO L  |  P IY P IY  | ,We're playing mascotball peepee,We're paying basketball people.,813.24,94,9
t15.2023.10.15_b9_t1,IH T  |  S AW N D Z  |  L AY K  |  Y UW  |  HH AE V  |  R IH L IY  |  SH AO R  |  V Y UW Z  |  AA N  |  IH T  | ,It sounds like you have really sure views on it.,It sounds like you have really strong views on it.,1076.68,120,14
t15.2023.10.15_b9_t2,AA N  |  S AH N T IY  |  DH AH  |  S N OW  |  AH N D  |  AY S  |  K EY M  |  IH N  | ,On Sunday the snow and ice came in,On Sunday the snow and ice came in.,860.68,106,11
t15.2023.10.15_b9_t3,B AH T  |  T R AE S T IH NG  |  T AY M Z  |  K UH D  |  K AO L  |  F AO R  |  R EH S T IH K  |  M EH ZH ER Z  | ,But trusting times could call for rustic measures,But drastic times could call for drastic measures.,842.59,118,11
t15.2023.10.15_b9_t4,IY DH ER  |  S EY V AH N S  |  AA R  |  IH N V EH N S M AH N T  | ,Either savings are an investment,Either savings or investment.,864.03,93,8
t15.2023.10.15_b9_t5,M EH N T AH F AY D  |  V IH ZH AH N  |  EY B AH L  |  T UW  |  S IY  |  AE T  |  N AY T  | ,Mentified vision able to see at night,"Magnified vision, able to see at night.",851.93,108,11
t15.2023.10.15_b9_t6,AH V  |  K AO R S  |  M AY  |  SH AA B  |  W AA Z  |  S AH CH  |  DH AE T  |  AY  |  D IH D AH N T  | ,Of course my shop was such that I didn’t,Of course my job was such that I didn't.,1121.38,113,13
t15.2023.10.15_b9_t7,P L IY Z AH Z T  |  N AW  |  HH AE V  |  AH  |  N UW  |  V IH ZH AH W AH L  |  AH F EH K T  | ,Please adjust it now have a new visual effect,Blizzards now have a new visual effect.,1049.56,109,12
t15.2023.10.15_b9_t8,IH T S  |  L AY K  |  AH  |  JH AH NG K  |  AY  |  HH ER D  |  W AH N S  | ,It’s like a junk I heard once,It's like a joke I heard once.,799.12,100,11
t15.2023.10.15_b9_t9,AE F T ER  |  W IY  |  G AA T  |  M EH R IY D  |  W IY  |  M UW V D  | ,After we got married we moved,After we got married we moved.,1019.62,100,9
t15.2023.10.15_b9_t10,L AY V  |  W IH TH AW T  |  D IH S ER T  |  F AO R  |  DH AH  |  M OW S T  |  P AA R T  | ,Live without dessert for the most part,Live without dessert for the most part.,947.92,106,10
t15.2023.10.15_b9_t11,AY  |  D OW N T  |  K UH K  |  EH N IY M AO R  | ,I don't cook anymore,I don't cook anymore.,1123.31,86,7
t15.2023.10.15_b9_t12,AH  |  L AA T  |  AH V  |  P IY P AH L  |  K AH M P L EY N  | ,A lot of people complain,A lot of people complain.,999.97,93,8
t15.2023.10.15_b9_t13,CH IY T  |  JH AH S T  |  G EH T  |  AA N  |  DH AH  |  F ER S T  |  S T EH P  |  AH N D  |  L IY  |  D AW N  | ,Cheat just get on the first step and lie down,She'd just get on the first step and lay down.,1033.33,122,14
t15.2023.10.15_b9_t14,IH T  |  S IY M Z  |  L AY K  |  Y UW  |  G EH T  |  IY T  |  DH AH  |  W AA CH  | ,It seems like you get eat the watch,It seems like you get hit the worst.,746.64,106,11
t15.2023.10.15_b9_t15,DH EY  |  G AA T  |  R IY L  |  F AE K T  | ,They got real fact,They got real fat.,1192.83,84,7
t15.2023.10.15_b9_t16,AY  |  M IY N  |  JH AH S T  |  N AH TH IH NG  | ,I mean just nothing,I mean just nothing.,711.07,86,7
t15.2023.10.15_b9_t17,W AY L  |  M AY  |  AO R D ER Z  |  W AA Z  |  AH  |  Y IH R  |  OW L D  | ,While my orders was a year old,While my oldest was a year old.,964.89,100,10
t15.2023.10.15_b9_t18,S OW  |  IH T  |  W AA Z  |  R IH L IY  |  T UW  |  L EY T  |  T UW  |  D UW  |  M AH CH  | ,So it was really too late to do much,So it was really too late to do much.,931.37,110,12
t15.2023.10.15_b9_t19,AY M  |  T AY ER N D  |  AH V  |  B IY IH NG  |  AH  |  P AA S AH V IH S T  |  DH OW  | ,I'm tired of being a positivist though,I'm tired of being a pacifist though.,1318.3,105,11
t15.2023.10.15_b9_t20,M EY B IY  |  DH EH R  |  K AY T IH NG  |  AA N  |  DH AE T  | ,Maybe they're kiting on that,Maybe they're counting on that.,909.88,92,9
t15.2023.10.15_b9_t21,B IY IH NG  |  EY B AH L  |  T UW  |  HH AE V  |  AH  |  CH OY S  | ,Being able to have a choice,Being able to have a choice.,813.31,96,9
t15.2023.10.15_b9_t22,W IY  |  W AA N T  |  T UW  |  S T EY  |  F ER EH V ER  | ,We want to stay forever,We want to stay forever.,1511.69,91,8
t15.2023.10.15_b9_t23,AH V  |  K AO R S  |  DH EY  |  EY T  |  AH  |  L AA T  |  AH V  |  S IY  |  F UW D  | ,Of course they ate a lot of seafood.,Of course they ate a lot of sea food.,961.65,108,12
t15.2023.10.15_b10_t0,IH T  |  IH Z  |  AE K S T ER M IY T IY  |  AH  |  T OW T AH L  |  AH V  |  TH R IY  |  TH AW Z AH N  |  P AA P AH T IY Z  |  W ER  |  AH F EH K T AH D  | ,It is exterminating a total of three thousand properties were affected,It is estimated a total of three thousand properties were affected.,1013.1,141,15
t15.2023.10.15_b10_t1,N AA T  |  AO L  |  M IY N  |  P EY  |  DH EH R  |  EH M P L OY IY Z  |  L AE S  | ,Not all men pay their employees less,Not all men pay their employees less?,1552.61,106,10
t15.2023.10.15_b10_t2,AO L S OW  |  N OW N  |  AE Z  |  W IH F IY  | ,Also known as wiffy,Also known as welfare.,876.41,85,8
t15.2023.10.15_b10_t3,W EH R  |  DH AH  |  G EY M  |  B IY  |  P R AY S T  |  D IH F ER AH L IY  |  D UH R IH NG  |  AH N D  |  AE F T ER  |  ER L IY  |  AE K S EH S  | ,Where the game be priced differently during and after early access,Will the game be priced differently during and after Early Access?,1363.24,137,14
t15.2023.10.15_b10_t4,DH EH N  |  R IY B UW T  |  DH AH  |  S IH S T AH M  | ,Then reboot the system,Then reboot the system.,889.82,88,7
t15.2023.10.15_b10_t5,DH AH  |  P R IH T AH D  |  AY  |  T R AY D  |  W AA Z  |  DH EH R  |  M EH N IY  |  K AO R N  |  D AO G  |  W IH CH S  |  W ER  |  S AH P OW M  | ,The pretended I tried was there many corn dog whichs were supome.,The product I tried was their mini corn dogs which were superb!,1150.02,137,19
t15.2023.10.15_b10_t6,V IH K EY V ER  |  T IY CH ER  |  V ER Z IH Z  |  D IH S T AH B AH N IY NG  |  AO SH AH N  |  F AO R  |  ER EH S IH NG  |  G EY  |  S T ER D AH N T  | ,Vickaver teacher versus disturbing ocean for erasing gay student,Vancouver Teacher Faces Disciplinary Action for Harassing Gay Student,932.3,134,15
t15.2023.10.15_b10_t7,HH AW  |  T UW  |  AH V OY D  |  B IY IH NG  |  T R AE K T  |  AA N  |  DH AH  |  IH N T ER N AH N T  | ,How to avoid being tracked on the internet,How To Avoid Being Tracked on The Internet,969.35,114,11
t15.2023.10.15_b10_t8,HH IY  |  W AA Z  |  DH AE T  |  IH K S EH SH UW AH L  | ,He was that asexual,He was that exceptional.,791.74,88,8
t15.2023.10.15_b10_t9,T EH T EH L Z  |  AH V  |  DH IH S  |  P L AE T  |  W ER  |  R IY P AO R T IH D  |  T UW  |  Y IH R Z  |  AH G OW  | ,The details of this plot were reported two years ago.,Details of this plot were reported two years ago.,932.22,121,14
